ID,Severity,Start_Time,State,City,County,Temperature(F),Visibility(mi),Weather_Condition,Sunrise_Sunset,Description,Distance(mi),Start_Lat,Start_Lng,Amenity,Bump,Crossing,Junction,Traffic_Signal
A-3648316,Moderate,2017-07-12T05:13:46Z,NV,Reno,Washoe,61,10,Clear,Night,At Thomas Creek Rd - Accident.,0,39.39177,-119.79066,FALSE,FALSE,FALSE,FALSE,TRUE
A-5888506,Moderate,2021-11-19T17:10:18Z,CA,Mission Viejo,Orange,62,8,Mostly Cloudy,Night,Incident on ALICIA PKWY near JERONIMO RD Drive with caution.,0.008,33.615008,-117.678236,FALSE,FALSE,FALSE,FALSE,TRUE
A-6012867,Moderate,2021-07-29T16:58:45Z,CA,Los Angeles,Los Angeles,69,10,Fair,Day,Stationary traffic from McLaughlin Ave (Palms Blvd) to S Sepulveda Blvd (Palms Blvd) due to accident.,0.17,34.017509999999994,-118.426792,FALSE,FALSE,TRUE,FALSE,FALSE
A-6160885,Moderate,2021-06-04T16:45:07Z,TX,Sugar Land,Fort Bend,81,10,Fair,Day,Stationary traffic on US-90 Alt W from US-59/Southwest Fwy (US-90 Alt) to FM-1876/Eldridge Rd (US-90 Alt) due to accident.,0.184,29.626845,-95.601071,FALSE,FALSE,FALSE,FALSE,FALSE
A-7209041,Moderate,2020-03-02T17:03:00Z,CA,Anaheim,Orange,68,10,Fair,Day,At CA-241 - Accident. Obstruction on roadway {something that does block the road or part of it}.,0,33.868990000000004,-117.73058,FALSE,FALSE,FALSE,FALSE,FALSE
A-1439552,Moderate,2020-08-27T15:11:40Z,SC,Simpsonville,Greenville,88,10,Partly Cloudy,Day,Lane blocked due to accident on SC-417 Lee Vaughn Rd both ways at Cooper Lake Rd.,0,34.752731,-82.215858,FALSE,FALSE,FALSE,FALSE,FALSE
A-3996245,Moderate,2022-09-07T16:10:00Z,CA,Sanger,Fresno,111,10,Partly Cloudy,Day,Incident on ELWOOD RD near PINE FLAT RD Drive with caution.,1.423,36.817894,-119.345845,FALSE,FALSE,FALSE,FALSE,FALSE
A-3290371,Moderate,2017-09-06T15:37:55Z,TX,Houston,Harris,84.9,10,Clear,Day,Accident on Westella Dr at Dairy Ashford St.,0,29.748812,-95.606049,FALSE,FALSE,FALSE,FALSE,FALSE
A-7765534,Moderate,2019-07-29T02:55:00Z,UT,Salt Lake City,Salt Lake,78,10,Partly Cloudy,Night,At UT-266/45th/Exit 301 - Accident. Lane closed.,0.101,40.69429,-111.90261,FALSE,FALSE,FALSE,FALSE,FALSE
A-492783,Moderate,2017-07-21T08:36:59Z,CA,Healdsburg,Sonoma,63,10,Clear,Day,Accident on Soda Rock Ln near Old Barn Rd.,0,38.64595,-122.809105,FALSE,FALSE,FALSE,FALSE,FALSE
A-4268182,Moderate,2022-11-04T18:19:30Z,CA,Los Angeles,Los Angeles,59,10,Fair,Night,Stationary traffic on Golden State Fwy N - I-5 N from Zoo Dr (I-5) to Hollywood Way (I-5) due to accident.,4.963,34.152217,-118.282552,FALSE,FALSE,FALSE,FALSE,FALSE
A-4705016,Moderate,2022-06-28T15:47:37Z,FL,Maitland,Orange,94,10,Fair,Day,Stationary traffic on US-92 W - US-17 S from FL-414/Maitland Blvd (US-92/US-17) to Horatio Ave (US-92/US-17) due to accident.,0.302,28.636217,-81.35970999999998,FALSE,FALSE,TRUE,FALSE,FALSE
A-2689434,Moderate,2018-07-06T22:26:17Z,NJ,Bridgeton,Cumberland,73,10,Clear,Night,Accident pedestrian involved on County Hwy-606 Laurel St between Laurel St and Laning St.,0,39.435551,-75.230316,FALSE,FALSE,FALSE,FALSE,FALSE
A-1196563,Moderate,2021-01-12T10:48:01Z,DE,New Castle,New Castle,40,10,Fair,Day,Accident on State Rd at Llangollen Blvd.,0,39.648624,-75.621674,FALSE,FALSE,FALSE,FALSE,TRUE
A-3572166,Moderate,2017-02-17T15:39:44Z,NY,Grand Island,Erie,37.9,10,Clear,Day,At Long Rd/Exit 20 - Accident.,0.34,43.04343,-78.98886999999998,FALSE,FALSE,FALSE,TRUE,FALSE
A-4323674,Moderate,2022-05-25T11:31:00Z,CA,North Hollywood,Los Angeles,79,9,Fair,Day,Slow traffic on CA-134 W - Ventura Fwy W from Cahuenga Blvd (CA-134) to US-101/CA-170 (CA-134) due to accident.,0.898,34.153322,-118.361669,FALSE,FALSE,FALSE,FALSE,FALSE
A-3201531,Moderate,2017-11-22T21:52:11Z,OK,Oklahoma City,Cleveland,34,10,Partly Cloudy,Night,Accident on May Ave at 104th St.,0,35.36311699999999,-97.565437,FALSE,FALSE,FALSE,FALSE,TRUE
A-1729888,Moderate,2019-12-20T07:52:31Z,LA,Baton Rouge,East Baton Rouge,38,10,Fair,Day,Accident on I-10 Westbound at Exit 158 College Dr. No recent updates.,0,30.423187,-91.138741,FALSE,FALSE,FALSE,FALSE,FALSE
A-1234202,Moderate,2020-12-10T07:03:04Z,NY,Carmel,Putnam,33,10,Cloudy,Night,Left lane blocked due to accident on Taconic State Pkwy Southbound at NY-301.,0,41.467999,-73.821159,FALSE,FALSE,FALSE,FALSE,FALSE
A-3907046,Moderate,2022-02-11T15:03:37Z,TX,Dallas,Dallas,75,10,Fair,Day,Slow traffic on TX-12 Loop from E Lawther Dr to N Buckner Blvd due to accident.,0.29600000000000004,32.858511,-96.724004,FALSE,FALSE,FALSE,FALSE,FALSE
A-1344764,Moderate,2020-10-16T07:14:25Z,CA,San Diego,San Diego,66,10,Fair,Day,Accident on I-805 Northbound at Exit 22 Clairemont Mesa Blvd.,0,32.839218,-117.172882,FALSE,FALSE,FALSE,FALSE,FALSE
A-4671294,Moderate,2022-11-21T17:17:06Z,FL,Orlando,Orange,73,10,Mostly Cloudy,Day,Stationary traffic on County Hwy-527 from Zell Dr (S Orange Ave) to Wetherbee Rd (S Orange Ave) due to accident.,0.556,28.400696000000003,-81.376343,FALSE,FALSE,TRUE,FALSE,TRUE
A-4083973,Moderate,2022-02-16T11:35:30Z,FL,Bonita Springs,Lee,80,10,Fair,Day,Stationary traffic on FL-865 from Imperial St (CR-865) to Old 41 Rd (CR-865) due to accident.,0.513,26.331269,-81.770799,FALSE,FALSE,TRUE,FALSE,FALSE
A-4832051,Moderate,2022-07-14T14:48:00Z,CA,Santa Maria,Santa Barbara,70,10,Fair,Day,Incident on CARLOTTI DR near E DONOVAN RD Drive with caution.,0.028,34.968019,-120.420695,FALSE,FALSE,TRUE,FALSE,TRUE
A-4894265,Moderate,2022-11-07T11:38:45Z,MT,Livingston,Park,18,9,Mostly Cloudy,Day,Incident on I-90 WB near MM 352 Drive with caution.,1.355,45.719875,-110.254265,FALSE,FALSE,FALSE,FALSE,FALSE
A-5322673,Moderate,2022-08-01T15:22:09Z,AL,Montgomery,Montgomery,82,10,Thunder,Day,Slow traffic on I-65 N - AL-6 W from Northern Blvd/Exit 173 (I-65) to AL-14/Exit 181 (I-65) due to accident.,5.4110000000000005,32.40817,-86.345285,FALSE,FALSE,FALSE,FALSE,FALSE
A-1620416,Moderate,2020-01-30T07:24:31Z,IL,Elgin,Kane,30,4,Cloudy,Day,Accident on IL-25 at CR-61 Bartlett Rd.,0,41.993519,-88.268028,FALSE,FALSE,FALSE,FALSE,TRUE
A-3403682,Moderate,2017-08-26T19:57:31Z,TX,Dallas,Dallas,80.1,10,Mostly Cloudy,Day,Accident on Westmoreland Rd at Colorado Blvd.,0,32.759766,-96.872978,FALSE,FALSE,FALSE,FALSE,FALSE
A-5847463,Moderate,2021-08-21T10:38:00Z,TX,San Antonio,Bexar,88,10,Mostly Cloudy,Day,Incident on I-35 NB near SAN MARCOS ST Drive with caution.,0.481,29.402102000000006,-98.511675,FALSE,FALSE,FALSE,TRUE,FALSE
A-6442238,Moderate,2021-02-22T14:00:13Z,TX,Dallas,Dallas,68,10,Fair,Day,Incident on JOHN W CARPENTER FWY NB near N STEMMONS FWY Drive with caution.,0.011,32.817732,-96.87063,FALSE,FALSE,FALSE,FALSE,TRUE
A-975,Moderate,2016-06-23T07:10:03Z,CA,Lincoln,Placer,64.4,10,Clear,Day,Accident on CA-65 Northbound at Exit 314 Lincoln Blvd. On the median.,0,38.860706,-121.300247,FALSE,FALSE,FALSE,FALSE,FALSE
A-4153327,Moderate,2023-01-01T21:21:20Z,MN,Wadena,Wadena,21,7,Cloudy,Night,Incident on US-71 near 160TH ST Drive with caution.,0.779,46.460143,-95.107578,FALSE,FALSE,FALSE,FALSE,FALSE
A-3999782,Moderate,2022-02-06T16:11:00Z,OR,La Pine,Deschutes,63,10,Fair,Day,Stationary traffic on OR-372 - County Hwy-46 from NF-45 (OR-372) to NF-41 (OR-372) due to accident.,2.317,43.980937,-121.467815,FALSE,FALSE,FALSE,FALSE,FALSE
A-1366446,Moderate,2020-10-30T04:04:11Z,TX,Houston,Harris,53,10,Fair,Night,Left hand shoulder blocked due to accident on I-610 Eastbound at FM-521.,0,29.680571,-95.393761,FALSE,FALSE,FALSE,FALSE,FALSE
A-5431421,Moderate,2022-10-13T13:43:20Z,TN,Nashville,Davidson,69,10,Fair,Day,Stationary traffic on TN-11 - US-31W N - US-31W S - US-41 S - US-41 N from TN-155/Briley Pkwy (US-31W/US-31) to TN-45/Old Hickory Blvd (US-31W/US-31) due to accident.,0.385,36.247868,-86.756821,FALSE,FALSE,FALSE,FALSE,FALSE
A-7607613,Moderate,2018-03-20T14:44:16Z,CT,Stamford,Fairfield,35.1,10,Mostly Cloudy,Day,At Vine Rd - Accident.,0,41.07749,-73.53388000000002,FALSE,FALSE,TRUE,FALSE,FALSE
A-96083,Moderate,2016-09-07T18:05:52Z,CA,Santa Ana,Orange,70,10,Partly Cloudy,Day,Two lanes blocked due to accident on CA-55 Northbound at Baker St.,0,33.687443,-117.872017,FALSE,FALSE,FALSE,FALSE,FALSE
A-1364841,Moderate,2020-10-30T09:52:48Z,MA,West Newton,Middlesex,31,0.5,Snow,Day,Accident on I-90 Mass Pike Westbound at MA-16 Washington St.,0,42.347603,-71.23174300000002,FALSE,FALSE,FALSE,FALSE,FALSE
A-4560044,Moderate,2022-12-16T18:36:00Z,CO,Fort Collins,Larimer,21,10,Fair,Night,Stationary traffic on I-25 S - US-87 S from Prospect Rd/Exit 268 (I-25) to CO-392/Exit 262 (I-25) due to accident.,2.287,40.53077,-104.993419,FALSE,FALSE,FALSE,FALSE,FALSE
A-4000711,Moderate,2023-01-03T20:32:13Z,OK,Tulsa,Tulsa,41,10,Partly Cloudy,Night,Construction on SHERIDAN RD near HOUSE 100 Drive with caution.,0.011,36.162577,-95.904516,FALSE,FALSE,FALSE,FALSE,FALSE
A-4953968,Moderate,2022-09-10T16:17:00Z,UT,Centerville,Davis,83,9,Fair,Day,Incident on I-15 SB near MP 319 Right shoulder closed.,1.778,40.9166801,-111.89142823,FALSE,FALSE,FALSE,FALSE,FALSE
A-7368943,Moderate,2019-11-04T09:08:00Z,CA,Gardena,Los Angeles,66,9,Fair,Day,At I-110 - Accident.,0,33.87279,-118.27555,FALSE,FALSE,FALSE,FALSE,FALSE
A-2341650,Moderate,2019-01-16T08:24:03Z,CA,Fresno,Fresno,55,10,Overcast,Day,Slow lane blocked due to accident on Shaw Ave Westbound at Maroa Ave.,0,36.808475,-119.799454,FALSE,FALSE,TRUE,FALSE,TRUE
A-114629,Moderate,2016-06-13T19:51:02Z,CA,Baldwin Park,Los Angeles,64.4,10,Clear,Day,Accident on Palmrose Ave near Maine Ave.,0,34.089141999999995,-117.960426,TRUE,FALSE,FALSE,FALSE,TRUE
A-2137741,Moderate,2019-05-02T07:02:15Z,PA,Newport,Perry,56,0.5,Fog,Day,Lane blocked due to accident on US-22 Eastbound at PA-34.,0,40.494923,-77.108086,FALSE,FALSE,FALSE,FALSE,FALSE
A-2578683,Moderate,2018-09-12T08:27:41Z,NY,Woodbury,Nassau,73.4,0.5,Fog,Day,Accident on County Hwy-11 Woodbury Rd at Avery Rd.,0,40.83116500000001,-73.45734399999998,FALSE,FALSE,FALSE,FALSE,TRUE
A-1524212,Moderate,2020-03-11T09:55:00Z,AL,Vance,Tuscaloosa,64,6,Cloudy,Day,Right hand shoulder blocked due to accident on I-20 Eastbound at Exit 89 Daimler Benz Blvd.,0,33.188072,-87.267471,FALSE,FALSE,FALSE,FALSE,FALSE
A-1967647,Moderate,2019-07-15T19:00:31Z,FL,Bonita Springs,Lee,85,10,Thunder in the Vicinity,Day,Accident on CR-887 Old Us-41 Rd at CR-865 Bonita Beach Rd.,0,26.331079,-81.779198,FALSE,FALSE,TRUE,FALSE,TRUE
A-7280124,Moderate,2020-01-01T11:09:00Z,CA,Burbank,Los Angeles,60,10,Fair,Day,At Burbank Blvd/Exit 146B - Accident.,0,34.18554,-118.31786,FALSE,FALSE,FALSE,FALSE,TRUE
A-6340742,Moderate,2021-01-19T03:22:00Z,CA,Torrance,Los Angeles,56,10,Cloudy,Night,NB 405 JSO REDONDO BEACH BLVD. C77-400 CTLA HARD CLOSURE INFO LINE 34 THX,1.164,33.87034,-118.340225,FALSE,FALSE,FALSE,FALSE,FALSE
A-3721466,Moderate,2022-07-18T21:11:18Z,SC,Moncks Corner,Berkeley,79,10,Fair,Night,Incident on LEVEE DR near BOWFIN DR Expect delays.,0.036,33.229999,-80.016739,FALSE,FALSE,FALSE,FALSE,FALSE
A-5840262,Moderate,2021-04-08T06:41:00Z,TX,Austin,Travis,57,0.5,Fog,Night,Slow traffic from Grove Blvd to Brassie St due to accident.,0.073,30.224152,-97.703939,FALSE,FALSE,FALSE,FALSE,FALSE
A-7279614,Moderate,2020-01-01T08:57:00Z,UT,Croydon,Morgan,28,1,Light Snow,Day,At Lost Creek Rd/Exit 111 - Accident.,0,41.0538,-111.53022,FALSE,FALSE,FALSE,FALSE,FALSE
A-6851322,Moderate,2020-11-19T15:53:38Z,NJ,Hackensack,Bergen,47,10,Fair,Day,Crash on NJ 17 southbound Summit Ave (Hackensack) 1 Left lane of 3 lanes closed 5 minute delay,0.117,40.878306,-74.064848,FALSE,FALSE,FALSE,FALSE,FALSE
A-1643805,Moderate,2020-02-12T09:15:20Z,NC,Holly Springs,Wake,52,10,Cloudy,Day,Accident on NC-55-BYP Gb Alford Hwy at NC-55 Main St.,0,35.6394,-78.833313,FALSE,FALSE,TRUE,FALSE,TRUE
A-6927331,Moderate,2020-12-31T01:38:00Z,FL,Tampa,Hillsborough,70,10,Mostly Cloudy,Night,Incident on I-75 SB near MM 263 Drive with caution.,2.085,28.047312,-82.352496,FALSE,FALSE,FALSE,FALSE,FALSE
A-6361445,Moderate,2021-01-30T03:20:33Z,TX,Houston,Harris,61,10,Cloudy,Night,Incident on COOK RD near WHITE CAP LN Drive with caution.,0.025,29.690896,-95.596024,FALSE,FALSE,FALSE,FALSE,FALSE
A-162417,Moderate,2016-10-26T13:04:56Z,NE,Omaha,Douglas,58.1,10,Overcast,Day,Accident on 108th St at John Galt Blvd.,0,41.210114,-96.081436,FALSE,FALSE,FALSE,FALSE,TRUE
A-6213205,Moderate,2021-08-30T01:57:30Z,TX,Austin,Travis,78,10,Fair,Night,Slow traffic on US-290 E - TX-71 E from TX-1 Loop (TX-71) to Brodie Ln (TX-71) due to accident.,0.677,30.232990980004157,-97.81892895651904,FALSE,FALSE,FALSE,FALSE,FALSE
A-791940,Moderate,2021-12-06T08:33:58Z,MD,Havre de Grace,Harford,51,9,Mostly Cloudy,Day,Accident on I-95 Northbound after Exit 89 MD-155 Level Rd.,0,39.577988,-76.112053,FALSE,FALSE,FALSE,FALSE,FALSE
A-5579772,Moderate,2021-08-14T12:29:15Z,VA,Mt Crawford,Rockingham,86,10,Partly Cloudy,NA,Slow traffic on I-81 S from VA-682/VA-257/Exit 240 (I-81) to VA-256/Exit 235 (I-81) due to accident.,2.742,38.35384011250327,-78.92952561340842,FALSE,FALSE,FALSE,FALSE,FALSE
A-7083971,Moderate,2020-06-12T21:50:53Z,CO,Denver,Denver,73,10,Partly Cloudy,Night,At Havana St - Accident.,0,39.74009,-104.89397,FALSE,FALSE,TRUE,FALSE,FALSE
A-1305959,Moderate,2020-09-19T10:21:42Z,CA,Newbury Park,Ventura,72,8,Fair,Day,Lane blocked due to accident on US-101 Northbound at Exit 46 Ventu Park Rd.,0,34.184253999999996,-118.910278,FALSE,FALSE,FALSE,FALSE,FALSE
A-127189,Moderate,2016-11-11T07:31:26Z,FL,Orlando,Orange,59,10,Scattered Clouds,Day,Accident on County Hwy-527 Orange Ave at Bear Crossing Dr.,0.01,28.37957,-81.376564,FALSE,FALSE,TRUE,FALSE,TRUE
A-6401050,Moderate,2021-02-07T07:18:36Z,MD,Rosedale,Baltimore County,37,4,Rain,Day,Incident on US-40 WB near ROSSVILLE BLVD Road closed. Take alternate route.,0.045,39.337157,-76.481783,FALSE,FALSE,FALSE,FALSE,FALSE
A-4993699,Moderate,2022-07-29T10:07:00Z,FL,Ocala,Marion,84,10,Fair,Day,Incident on NE 3RD ST near NE 70TH TER Drive with caution.,0.063,29.189226,-82.035737,FALSE,FALSE,FALSE,FALSE,FALSE
A-6388001,Moderate,2021-01-19T06:50:00Z,CA,North Highlands,Sacramento,52,10,Fair / Windy,Night,Incident on PENWITH WAY near HOUSE 4347 Expect delays.,0.05,38.683494,-121.36377,FALSE,FALSE,FALSE,FALSE,FALSE
A-4692758,Moderate,2022-08-09T22:45:00Z,CA,Monterey Park,Los Angeles,73,10,Fair,Night,Incident on S GRANDRIDGE AVE near HOUSE 1250 Drive with caution.,0.276,34.050537,-118.130791,FALSE,FALSE,FALSE,FALSE,FALSE
A-5879253,Moderate,2021-12-13T15:38:28Z,TN,Nashville,Davidson,59,10,Fair,Day,Stationary traffic on Briley Pkwy - TN-155 - TN-155 S from Centennial Blvd/Exit 26 (TN-155) to US-70/TN-24/Charlotte Ave (TN-155) due to accident.,0.57,36.157854,-86.862386,FALSE,FALSE,FALSE,FALSE,FALSE
A-6499076,Moderate,2021-01-14T20:42:23Z,AZ,Tucson,Pima,51,10,Fair,Night,Incident on N SWAN RD near E BROADWAY BLVD Drive with caution.,0.012,32.221421,-110.892257,FALSE,FALSE,TRUE,FALSE,TRUE
A-6940139,Moderate,2020-12-29T21:50:50Z,FL,Saint Petersburg,Pinellas,63,10,Mostly Cloudy,Night,Incident on 18TH AVE S near 26TH ST S Drive with caution.,0.025,27.75205,-82.669125,FALSE,FALSE,FALSE,FALSE,FALSE
A-3126859,Moderate,2017-12-13T11:14:53Z,TX,Houston,Harris,55.4,10,Clear,Day,Accident on Wayside Dr at Ley Rd.,0,29.831318,-95.284386,FALSE,FALSE,FALSE,FALSE,TRUE
A-1361820,Moderate,2020-10-28T05:39:55Z,TX,Grand Prairie,Tarrant,39,4,Cloudy,Night,One lane blocked and shoulder blocked due to accident on Sh 360 Southbound near Watson Rd.,0,32.7878,-97.058456,FALSE,FALSE,FALSE,FALSE,FALSE
A-2146539,Moderate,2019-04-03T14:40:41Z,AZ,Phoenix,Maricopa,75,10,Mostly Cloudy,Day,Accident on 35th Ave at Mcdowell Rd.,0,33.465969,-112.134483,FALSE,FALSE,TRUE,FALSE,TRUE
A-5248448,Moderate,2022-04-12T12:53:52Z,MT,Custer,Yellowstone,18,0,Fog,Day,Incident on I-94 WB near MM 54 Expect delays.,1.027,46.141306,-107.479026,FALSE,FALSE,FALSE,FALSE,FALSE
A-3362993,Moderate,2017-08-08T20:06:27Z,VA,Alexandria,Fairfax,78.1,10,Scattered Clouds,Day,Right hand shoulder blocked and right outside lane blocked due to accident on VA-236 Little River Tpke Eastbound at Cherokee Ave.,0,38.820831,-77.155777,FALSE,FALSE,TRUE,FALSE,FALSE
A-2407419,Moderate,2018-12-19T07:53:59Z,CA,San Ramon,Contra Costa,48,6,Overcast,Day,Restrictions due to accident on Norris Canyon Rd both ways at Ashbourne Dr.,0,37.755161,-122.003448,FALSE,FALSE,TRUE,FALSE,FALSE
A-489868,Moderate,2017-07-05T13:57:03Z,TX,Dallas,Dallas,88,10,Mostly Cloudy,Day,Right lane blocked due to accident on US-75 Southbound at Lemmon Ave.,0,32.803402,-96.793282,FALSE,FALSE,TRUE,FALSE,TRUE
A-7484652,Moderate,2018-12-14T05:43:46Z,CA,Lebec,Los Angeles,45,10,Scattered Clouds,Night,At Vista Del Lago Rd - Accident. Hard shoulder blocked.,0.472,34.66505,-118.76172,FALSE,FALSE,FALSE,TRUE,FALSE
A-1154583,Moderate,2021-02-12T10:35:23Z,MA,Boston,Suffolk,17,10,Fair,Day,Accident on I-93 Expy Northbound at Causeway St.,0,42.366409,-71.060478,TRUE,FALSE,FALSE,FALSE,FALSE
A-6489704,Moderate,2021-02-02T02:50:00Z,FL,Ormond Beach,Volusia,41,7,Cloudy / Windy,Night,Incident on BROADWAY AVE near US-1 Drive with caution.,0.058,29.332616,-81.12650500000002,FALSE,FALSE,FALSE,FALSE,FALSE
A-4014089,Moderate,2022-12-21T18:05:57Z,FL,Orlando,Orange,63,10,Cloudy,Night,Slow traffic on FL-482 from Winegard Rd (FL-482) to US-441/Orange Blossom Trl (FL-482) due to accident.,0.294,28.450712,-81.395895,FALSE,FALSE,TRUE,FALSE,FALSE
A-842868,Moderate,2021-10-19T06:10:18Z,VA,Henrico,Henrico,42,10,Fair,Night,Restrictions due to accident on VA-73 Parham Rd at Ackley Ave.,0,37.6353,-77.499924,FALSE,FALSE,FALSE,FALSE,TRUE
A-7080684,Moderate,2020-06-11T20:22:49Z,GA,Decatur,DeKalb,78,10,Fair,Day,At I-285/Exit 67 - Accident. Hard shoulder blocked.,0,33.71408,-84.23563,FALSE,FALSE,FALSE,TRUE,FALSE
A-6183046,Moderate,2021-11-30T18:04:36Z,FL,Miami,Miami-Dade,71,10,Fair,Night,Slow traffic on US-1 N - FL-922 - FL-5 from Sans Souci Blvd to NE 18th Ave due to accident.,0.316,25.885187,-80.16494200000002,FALSE,FALSE,TRUE,FALSE,TRUE
A-4284090,Moderate,2022-07-20T14:42:13Z,NC,Huntersville,Mecklenburg,90,10,Partly Cloudy,Day,Stationary traffic on I-77 S from NC-73/Exit 25 (I-77) to I-485 (I-77) due to accident.,1.5219999999999998,35.408963,-80.858028,FALSE,FALSE,FALSE,FALSE,FALSE
A-7139350,Moderate,2020-03-26T11:18:00Z,CA,Sacramento,Sacramento,51,10,Fair,Day,At Gerber Rd - Accident.,0,38.491279,-121.426795,FALSE,FALSE,TRUE,FALSE,FALSE
A-213944,Moderate,2016-08-16T09:35:30Z,MA,Belmont,Middlesex,73.9,10,Overcast,Day,Accident on McLean Dr at Mill St.,0,42.394707,-71.195663,FALSE,FALSE,FALSE,FALSE,FALSE
A-5264633,Moderate,2022-08-22T07:14:00Z,NY,New York,New York,73,9,Mostly Cloudy,Day,Stationary traffic on FDR Dr N from 42nd St/Tunnel Exit St (FDR Dr) to 96th St/Exit 14 (FDR Dr) due to accident.,2.439,40.746789,-73.969044,FALSE,FALSE,FALSE,FALSE,FALSE
A-3010113,Moderate,2018-02-13T04:27:09Z,CA,Sacramento,Sacramento,42.1,10,Clear,Night,Restrictions on entry ramp due to accident on US-50 Eastbound at 65th St.,0,38.55061,-121.422722,FALSE,FALSE,FALSE,TRUE,FALSE
A-6087108,Moderate,2021-03-04T08:51:00Z,FL,Pensacola,Escambia,59,10,Fair,Day,Incident on W MAIN ST near BARRANCAS AVE Drive with caution.,0.03,30.40591,-87.23734,FALSE,FALSE,FALSE,FALSE,FALSE
A-4595708,Moderate,2023-02-08T00:00:44Z,OR,La Grande,Union,33,10,Fair,Night,A crash has occurred with minimal delay to traffic. Prepare to slow or move over for worker safety.,2.005,45.356142,-118.258331,FALSE,FALSE,FALSE,FALSE,FALSE
A-3779578,Moderate,2022-09-01T17:14:28Z,FL,Riverview,Hillsborough,82,10,Partly Cloudy,Day,Slow traffic on US-301 S - FL-43 from Riverview Dr (US-301) to Gibsonton Dr/Boyette Rd (US-301) due to accident.,0.885,27.870371,-82.326728,FALSE,FALSE,FALSE,FALSE,FALSE
A-2176712,Moderate,2019-04-19T08:47:31Z,PA,York,York,68,10,Cloudy,Day,Accident on Eastern Blvd at PA-24 Edgewood Rd.,0,39.977314,-76.660767,FALSE,FALSE,FALSE,FALSE,TRUE
A-3940664,Moderate,2022-02-05T10:33:30Z,CA,Emeryville,Alameda,51,9,Mostly Cloudy,Day,Slow traffic on San Francisco-Oakland Bay Brg W - I-80 W from Bay Bridge Toll Plz (I-80) to Fremont St/Harrison St (I-80) due to accident.,4.789,37.82362103444184,-122.31917023600424,FALSE,FALSE,FALSE,FALSE,FALSE
A-2650154,Moderate,2018-08-16T19:31:39Z,SC,Beaufort,Beaufort,82.4,5,Haze,Day,Accident on SC-802 Sams Point Rd at Oyster Factory Rd.,0,32.424637,-80.643509,FALSE,FALSE,FALSE,FALSE,FALSE
A-14579,Moderate,2016-11-02T10:42:04Z,CA,Walnut Creek,Contra Costa,61,10,Partly Cloudy,Day,Accident on Oak Rd at Treat Blvd.,0.01,37.926497999999995,-122.057816,FALSE,FALSE,TRUE,FALSE,TRUE
A-5498934,Moderate,2021-11-07T05:32:59Z,SC,Moncks Corner,Berkeley,50,10,Light Rain,Night,Incident on BLACK TOM RD near SEPTEMBER LN Drive with caution.,0.22,33.15802,-80.080116,FALSE,FALSE,FALSE,FALSE,FALSE
A-4391786,Moderate,2023-01-18T07:20:00Z,CA,Newhall,Los Angeles,39,10,Fair,Day,Stationary traffic on Placerita Canyon Rd from CA-14/Antelope Valley Fwy to Sand Canyon Rd due to accident.,0.487,34.378968,-118.421531,FALSE,FALSE,FALSE,FALSE,FALSE
A-4081628,Moderate,2022-03-13T06:34:30Z,TX,Mesquite,Dallas,35,10,Fair,Night,Stationary traffic on I-635 N - LBJ Fwy N from US-80/Exit 6 (I-635) to Oates Dr/Exit 9 (I-635) due to accident.,1.477,32.810009,-96.627548,FALSE,FALSE,FALSE,FALSE,TRUE
A-1209658,Moderate,2020-12-31T14:08:44Z,CA,Encino,Los Angeles,64,10,Fair,Day,#4 lane blocked due to accident on US-101 Eastbound at Haskell Ave.,0,34.165005,-118.474892,FALSE,FALSE,FALSE,TRUE,FALSE
A-6842742,Moderate,2020-10-19T10:02:33Z,MD,Darlington,Harford,58,9,Mostly Cloudy,Day,Incident on US-1 NB near HUGHES RD Road closed. Take alternate route.,0.7020000000000001,39.647578,-76.246746,TRUE,FALSE,FALSE,FALSE,FALSE
A-7497731,Moderate,2018-11-07T17:38:19Z,GA,Decatur,DeKalb,59,4,Rain,Day,At GA-155/Candler Rd/Exit 65 - Accident.,0.873,33.715514,-84.26315799999998,FALSE,FALSE,FALSE,FALSE,FALSE
A-3132619,Moderate,2017-12-15T06:30:36Z,TX,Houston,Harris,48.2,10,Mostly Cloudy,Night,Accident on US-90 Alt Wayside Dr at Miraglen Dr.,0,29.730673,-95.308792,FALSE,FALSE,FALSE,FALSE,FALSE
A-1877542,Moderate,2019-09-24T01:42:14Z,CO,Denver,Denver,55,10,Mostly Cloudy,Night,Accident on Lincoln St at Ohio Ave. No recent updates.,0,39.70134,-104.986443,FALSE,FALSE,FALSE,FALSE,FALSE
A-5437387,Moderate,2023-01-25T05:36:46Z,IL,Northbrook,Cook,34,0.75,Light Snow,Night,Incident on I-294 SB near SANDERS RD Left lane blocked.,0.087,42.14526400000001,-87.88211700000002,FALSE,FALSE,FALSE,FALSE,FALSE
A-2353677,Moderate,2019-01-23T14:05:43Z,MD,Frederick,Frederick,46.4,10,Overcast,Day,Two lanes blocked and shoulder blocked due to accident on US-15 Northbound at Exit 17 MD-26 Liberty Rd.,0,39.443085,-77.403297,FALSE,FALSE,FALSE,FALSE,FALSE
